거주자우선주차구획번호,거주자우선주차구획위도,거주자우선주차구획경도,거주자우선주차구역명,소재지지번주소,운영형태,사용시간대정보,사용기간,이용요금,이용요금결제방법,이용요금환불안내정보,정기접수시작일자,정기접수종료일자,신청방법,신청서류,관리기관전화번호,관리기관명,데이터기준일자,행정동
60-99,37.2751,127.027,장다리로 271번길(89+4),인계동 248-25,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-100,37.2752,127.027,장다리로 271번길(89+4),인계동 248-25,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
38-350,37.2589,127.021,장다리로 옆길 (350),권선동 984-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
38-353,37.2591,127.021,장다리로 옆길 (350),권선동 984-14,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,권선1동
60-253,37.2658,127.022,장다리로171번길(253+1),인계동 1004-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-257,37.2657,127.022,장다리로171번길(253+1),인계동 1005-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-258,37.2657,127.022,장다리로171번길(253+1),인계동 1005-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-261,37.2654,127.023,장다리로171번길(253+1),인계동 1007-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-265,37.2653,127.024,장다리로171번길(253+1),인계동 1080-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-266,37.2653,127.024,장다리로171번길(253+1),인계동 1080-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-267,37.2654,127.024,장다리로171번길(253+1),인계동 1080-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-268,37.2654,127.024,장다리로171번길(253+1),인계동 1080-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-833,37.2654,127.023,장다리로171번길(253+1),인계동 1007-14,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-823,37.2676,127.024,장다리로195번길(823+3),인계동 984-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-825,37.2678,127.023,장다리로195번길(823+3),인계동 985-26,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-848,37.2676,127.024,장다리로195번길(823+3),경기 수원시 팔달구 인계동 1083,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-851,37.2677,127.023,장다리로195번길(823+3),경기 수원시 팔달구 인계동 1083,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-852,37.2677,127.023,장다리로195번길(823+3),경기 수원시 팔달구 인계동 1083,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-887,37.2677,127.023,장다리로195번길(823+3),경기도 수원시 팔달구 세지로174,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-888,37.2677,127.023,장다리로195번길(823+3),경기 수원시 팔달구 인계동 1083,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-698,37.27,127.025,장다리로223번길(687),인계동 972-14,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-699,37.27,127.025,장다리로223번길(687),인계동 972-14,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-700,37.27,127.025,장다리로223번길(687),인계동 972-15,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-701,37.2701,127.025,장다리로223번길(687),인계동 972-15,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-702,37.2701,127.025,장다리로223번길(687),인계동 972-15,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-692,37.2699,127.025,장다리로223번길(687),인계동 972-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-693,37.2699,127.025,장다리로223번길(687),인계동 972-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-694,37.2699,127.025,장다리로223번길(687),인계동 972-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-695,37.27,127.025,장다리로223번길(687),인계동 972-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-696,37.27,127.025,장다리로223번길(687),인계동 972-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-697,37.27,127.025,장다리로223번길(687),인계동 972-13,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-687,37.2698,127.026,장다리로223번길(687),인계동 972-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-688,37.2698,127.026,장다리로223번길(687),인계동 972-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-689,37.2698,127.026,장다리로223번길(687),인계동 972-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-690,37.2699,127.025,장다리로223번길(687),인계동 972-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-691,37.2699,127.025,장다리로223번길(687),인계동 972-10,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-703,37.2706,127.025,장다리로229번길(703),인계동 971-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-704,37.2705,127.025,장다리로229번길(703),인계동 971-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-705,37.2705,127.025,장다리로229번길(703),인계동 971-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-706,37.2705,127.025,장다리로229번길(703),인계동 971-12,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-707,37.2705,127.025,장다리로229번길(703),인계동 971-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-708,37.2705,127.025,장다리로229번길(703),인계동 971-11,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-709,37.2704,127.025,장다리로229번길(703),인계동 971-17,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-713,37.2703,127.026,장다리로229번길(703),인계동 971-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-714,37.2703,127.026,장다리로229번길(703),인계동 971-7,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-715,37.2703,127.026,장다리로229번길(703),인계동 971-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-716,37.2702,127.026,장다리로229번길(703),인계동 971-6,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-760,37.2729,127.03,장다리로306번길(760),인계동 303-20,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-761,37.2729,127.03,장다리로306번길(760),인계동 303-20,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-762,37.273,127.03,장다리로306번길(760),인계동 303-20,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-763,37.273,127.03,장다리로306번길(760),인계동 303-20,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-764,37.273,127.03,장다리로306번길(760),인계동 303-20,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-765,37.2731,127.03,장다리로306번길(760),인계동 303-20,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-796,37.2752,127.031,장다리로306번길(760),인계동 943-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-797,37.2752,127.031,장다리로306번길(760),인계동 943-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-798,37.2752,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-799,37.2752,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-824,37.2737,127.03,장다리로306번길(760),인계동 313-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-790,37.2754,127.031,장다리로306번길(760),인계동 226-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-791,37.2755,127.031,장다리로306번길(760),인계동 226-1,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-792,37.2751,127.031,장다리로306번길(760),인계동 1052-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-793,37.2751,127.031,장다리로306번길(760),인계동 1052-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-794,37.2751,127.031,장다리로306번길(760),인계동 1052-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-795,37.2752,127.031,장다리로306번길(760),인계동 1052-0,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-784,37.2752,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-785,37.2752,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-786,37.2753,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-787,37.2753,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-788,37.2754,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-789,37.2754,127.031,장다리로306번길(760),인계동 228-5,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-778,37.2749,127.031,장다리로306번길(760),인계동 315-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-779,37.2749,127.031,장다리로306번길(760),인계동 315-9,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-780,37.275,127.031,장다리로306번길(760),인계동 316-2,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-781,37.2751,127.031,장다리로306번길(760),인계동 930-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-782,37.2751,127.031,장다리로306번길(760),인계동 930-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-783,37.2751,127.031,장다리로306번길(760),인계동 930-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-766,37.2731,127.03,장다리로306번길(760),인계동 303-21,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-767,37.2733,127.03,장다리로306번길(760),인계동 303-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-768,37.2734,127.03,장다리로306번길(760),인계동 303-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-769,37.2734,127.03,장다리로306번길(760),인계동 303-3,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-770,37.2736,127.03,장다리로306번길(760),인계동 313-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-771,37.2736,127.03,장다리로306번길(760),인계동 313-4,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-853,37.2758,127.032,장다리로314번길(853),경기 수원시 팔달구 인계동 1051,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-854,37.2758,127.032,장다리로314번길(853),경기 수원시 팔달구 인계동 1051,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-855,37.2758,127.032,장다리로314번길(853),경기 수원시 팔달구 인계동 1051,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-856,37.2757,127.032,장다리로314번길(853),경기 수원시 팔달구 인계동 1051,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-857,37.2757,127.032,장다리로314번길(853),경기 수원시 팔달구 인계동 1051,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-858,37.2757,127.032,장다리로314번길(853),경기 수원시 팔달구 인계동 1051,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
60-865,37.276,127.033,장다리로314번길(853),경기 수원시 팔달구 인계동 323-,야간,18:00~익일09:00,분기별,20000.0,가상계좌+신용카드+지로+계좌이체,환불신청서+통장사본,2023-01-01,2023-12-31,인터넷+방문,신청서+차량등록증+등본+감면증빙서류,031-238-0560,수원도시공사,2023-12-05,인계동
